CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA DEEPL,REF,ACCORDO,,,,,https://github.com/amazon-science/machine-translation-gender-eval/blob/main/data/context/geneval-context-wikiprofessions-2to1-dev.en_de.en#L3
He was educated at Winchester College and Guy's Hospital Medical School. <sep> ,Terrington became a urological surgeon in 1970.,M,Terrington wurde 1970 Chirurg für Urologie.,Terrington wurde 1970 zum urologischen Chirurgen ernannt.,M,Y,,,,,
"Aged 34, Sirakov was also picked for UEFA Euro 1996 in England, playing the last of his 78 matches (24 goals) on 13 June, against Romania, after replacing Lyuboslav Penev in a 1–0 win. <sep> ","Immediately after retiring from international play, Sirakov served as assistant to the national team, appearing with it at the 1998 World Cup.",M,Unmittelbar nach seinem Rücktritt vom internationalen Spielbetrieb war Sirakov Assistent der Nationalmannschaft und nahm mit ihr an der Weltmeisterschaft 1998 teil.,Unmittelbar nach seinem Rücktritt von der internationalen Bühne diente Sirakov als Assistent der Nationalmannschaft und nahm mit ihr an der Weltmeisterschaft 1998 teil.,M,Y,,,,,
From 1939 until 1940 he was Vice-Minister of War of the Polish Government in Exile in London. <sep> ,From 1945 until 1973 professor of the Polish University in Exile.,M,Von 1945 bis 1973 Professor an der Polnischen Universität im Exil.,Von 1945 bis 1973 war er Professor an der Polnischen Universität im Exil.,M,Y,,,,,
The jury of the Grosse Berliner Kunstausstellung (great Berlin art exhibition) disapproved however the exhibition of his paintings. <sep> ,Hendrich then started a job as painter in Amsterdam.,M,Hendrich begann dann als Maler in Amsterdam zu arbeiten.,Danach nahm Hendrich eine Stelle als Maler in Amsterdam an.,M,Y,,,,,
"He was responsible for designing and directing the implementation of justice sector reform programmes in developing countries. 2006 saw him appointed by the International Criminal Court (ICC) to lead the investigations into the Darfur genocide, in which 300,000 had allegedly been killed. <sep> ",Faal was later appointed to the position of senior trial lawyer and lead prosecuting counsel for the Darfur cases.,M,Faal wude später zum leitenden Prozessanwalt und Hauptanklagevertreter für die Darfur-Fälle ernannt.,Später wurde Faal zum leitenden Prozessanwalt und Hauptankläger in den Darfur-Fällen ernannt.,M,Y,,,,,
"In 1913, he created Keeping Up with the Joneses, based on his Nassau County experiences. <sep> ","After retiring from cartooning, Momand became a portrait painter.",M,"Nachdem Momand seine Tätigkeit als Cartoonist aufgegeben hatte, wurde er Porträtmaler.","Nachdem er sich vom Zeichnen zurückgezogen hatte, wurde Momand Porträtmaler.",M,Y,,,,,
"Out of fear of his creation destroying him, Professor Weirdo intended to add just a touch of the aforementioned tincture of tenderness to the mold, but Count Kook bumped the Professor's elbow, resulting in too much of the tincture being added to the mix. <sep> ","Professor Weirdo's nemesis was Professor Fruitcake, another mad scientist who lived in a castle on an opposite hill.",M,"Professor Weirdos Erzfeind war Professor Fruitcake, der ebenfalls ein verrückter Wissenschaftler war und in einem Schloss auf dem gegenüberliegenden Hügel lebte.","Professor Weirdos Erzfeind war Professor Fruitcake, ein weiterer verrückter Wissenschaftler, der in einem Schloss auf einem gegenüberliegenden Hügel lebte.",M,Y,,,,,
"Despite his limited success on the main ATP circuit, Sluiter won 10 ATP Challenger Tour titles during his career. <sep> ","Though a singles specialist, Sluiter was also an occasional doubles player.",M,"Obwohl Sluiter Profi im Einzel war, spielte er gelegentlich im Doppel.","Sluiter war zwar auf Einzelspiele spezialisiert, spielte aber auch gelegentlich Doppel.",M,Y,,,,,
"He continued to write his weekly Slackjaw column for Philadelphia's Welcomat and tried to get the editor of the alternative weekly New York Press, John Strausbaugh, interested in publishing Slackjaw, but the Press did not want to share the column with the Welcomat. <sep> ","Shortly thereafter Knipfel became a receptionist at the paper's offices, and later a full-time columnist and staff writer.",M,Kurz darauf wurde Knipfel Rezeptionist bei dieser Zeitung und arbeitete später dort als Kolumnist und Redakteur in Vollzeit.,Kurz darauf wurde Knipfel Empfangsdame im Büro der Zeitung und später Vollzeitkolumnist und Redakteur.,N/D,A,,,,,
"He gained notoriety in his early twenties with the publication of his novels, Glamourpuss and Sex Toys of the Gods. <sep> ",McLaughlin worked as a script writer on:,M,McLaughlin wirkte bei folgenden Filmen als Drehbuchautor:,McLaughlin arbeitete als Drehbuchautor für die Zeitung:,M,Y,,,,,
"Behan was a self-educated man whose intellect was such that he numbered many respected thinkers among his friends including the likes of Hugh MacDiarmid the Scots poet with whom he lived for three years, Louis MacNeice who became for a time a writing partner – mostly for the BBC overseas program and H. <sep> ","Behan also found time to work in education, having been identified by the Strathclyde Region education dept as the Writer in residence for the Region's secondary schools.",M,Behan fand auch die Zeit im Bildungsbereich zu arbeiten und wurde von der Bildungsabteilung der Region Strathclyde als der Stadtschreiber für die Sekundarschulen in der Region gewählt.,"Behan fand auch Zeit, im Bildungswesen zu arbeiten, nachdem er von der Bildungsabteilung der Region Strathclyde als ""Writer in residence"" für die Sekundarschulen der Region ausgewählt worden war.",M,Y,,,,,
Once his mother discovered and read his notes. <sep> ,"Before becoming a writer, Kuznetsov studied ballet and acting, tried painting and music, worked as a carpenter, road builder, concrete worker, helped build the Kakhovka hydroelectric power plant on the Dniper river, and worked on the Irkutsk and Bratsk hydroelectric power plants in Siberia.",M,"Bevor Kusnezow Schriftsteller wurde, studierte er Ballett und Schauspiel, versuchte sich an Malerei und Musik, arbeitete als Zimmermann, Straßenbauer und Betonarbeiter, half beim Bau des Wasserkraftwerks in Kachowka am Dnjepr und arbeitete an den sibirischen Wasserkraftwerken in Irkutsk und Bratsk.","Bevor er Schriftsteller wurde, studierte Kuznetsov Ballett und Schauspiel, versuchte sich in Malerei und Musik, arbeitete als Zimmermann, Straßenbauer und Betonarbeiter, half beim Bau des Wasserkraftwerks Kakhovka am Dniper-Fluss und arbeitete an den Wasserkraftwerken Irkutsk und Bratsk in Sibirien.",M,Y,,,,,
The accused was brought before Sir John Powell at the Assize Court at Hertford on 4 March 1712. <sep> ,The judge was clearly more sceptical than the jury of the evidence presented.,M,Der Richter stand den Beweisen eindeutig skeptischer gegenüber als es die Geschworenen taten.,Der Richter stand den vorgelegten Beweisen deutlich skeptischer gegenüber als die Geschworenen.,M,Y,,,,,
"A week later, he experienced complications which prompted additional surgery to implant a defibrillator. <sep> ","As a writer, Dozois mainly worked in shorter forms.",M,Als Autor verfasste Dozois hauptsächlich kürzere Schriften.,Als Schriftsteller arbeitete Dozois hauptsächlich in kürzeren Formen.,M,Y,,,,,
"Following his football coaching career, he received a medical degree from the University of Maryland School of Medicine in 1907, and entered into medical practice in his hometown of Raleigh. <sep> ","During World War I, McKee achieved the rank of major in the American Expeditionary Forces as a field surgeon with the 1st Gas Regiment.",M,Während des 1. Weltkriegs erlangte McKee as Feldchirurg beim 1st Gas Regiment den Rang eines Majors in den Amerikanischen Expeditionsstreitkräften.,Während des Ersten Weltkriegs erlangte McKee den Rang eines Majors in den amerikanischen Expeditionsstreitkräften als Feldchirurg beim 1st Gas Regiment.,M,Y,,,,,
"She conveyed her suspicions to some of her husband's medical colleagues who, after interviewing him and searching the house, found ample proofs of murder and committed him to an asylum. <sep> ",This article comments that the identity of that incarnate fiend was settled some time ago and that the murderer was a demented physician afflicted with wildly uncontrollable erotic mania.,M,"Aus dem Artikel geht hervor, dass die Identität dieses fleischgewordenen Teufels vor geraumer Zeit geklärt wurde und dass es sich bei dem Mörder um einen wahnsinnigen Arzt handelte, der unter einer weitgehend unkontrollierbaren erotischen Manie litt.","In diesem Artikel wird darauf hingewiesen, dass die Identität dieses fleischgewordenen Unholds schon vor einiger Zeit geklärt wurde und dass es sich bei dem Mörder um einen wahnsinnigen Arzt handelte, der von einem unkontrollierbaren erotischen Wahn befallen war.",M,Y,,,,,
"He had joined the Nazi Party in 1931; after leaving it in 1932, he rejoined in 1935. <sep> ","After the war, Höcherl from 1948 practised as a lawyer.",M,Nach dem Krieg war Höcherl ab 1948 als Anwalt tätig.,Nach dem Krieg praktizierte Höcherl ab 1948 als Rechtsanwalt.,M,Y,,,,,
"After many attempts to expunge the three hostages, they are captured and sent to a dungeon, wherein Johnny finds Dr Edwards and John Bowman kidnapped by Ziska and his cronies. <sep> ",Ziska had been a great surgeon who went mad and began to perform unorthodox operations.,M,"Ziska war ein großartiger Chirurg gewesen, der wahnsinnig geworden war und damit begann, unkonventionelle Operationen durchzuführen.","Ziska war ein großer Chirurg gewesen, der verrückt wurde und begann, unorthodoxe Operationen durchzuführen.",M,Y,,,,,
"With regards to Valdezia, Professor H.W.E Ntsanwisi has issued a warning and declaration of war against the central government, he told Pretoria during the 1970s that there will be bloodshed if the central government goes ahead and forcibly remove the people of Valdezia, the threat to forcibly remove the people of Valdezia went on until 1984 when the South African government announced that Valdezia will no longer be removed as originally planned by the central government, rather it will be retained as a detached area of Gazankulu. <sep> ","For more than 18-years, Professor H.W.E Ntsanwisi successfully resisted the forced removal of the people of Valdezia, to this day, the community of Valdezia still enjoy their land rights, which wouldn't be possible today should the central government had gone ahead with forced removal.",M,"Mehr als 18 Jahre lang leistete Professor H.W.E. Ntsanwisi erfolgreich Widerstand gegen die Zwangsumsiedlung der Bevölkerung von Valdezia. Bis heute genießt die Gemeinschaft von Valdezia ihre Landrechte, was heute nicht mehr möglich wäre, wenn die Zentralregierung die Zwangsumsiedlung fortgesetzt hätte.","Mehr als 18 Jahre lang leistete Professor H.W.E. Ntsanwisi erfolgreich Widerstand gegen die Zwangsumsiedlung der Bewohner von Valdezia. Bis heute genießen die Bewohner von Valdezia ihre Landrechte, was heute nicht mehr möglich wäre, wenn die Zentralregierung die Zwangsumsiedlung durchgeführt hätte.",M,Y,,,,,
"After his playing days were over, he became the coach of River Plate, where he won several national titles. <sep> ",Passarella held to close friend Américo Gallego as assistant coach.,M,Passarella baute auf seinen engen Freund Américo Gallego als Co-Trainer.,Passarella hielt an seinem engen Freund Américo Gallego als Assistenztrainer fest.,M,Y,,,,,
"He has served since 2017 as the Chief Editor for Neuroepidemiology in the journal Frontiers in Neurology, and he was Founding Editor – and is currently the Editor Emeritus – for Emergency Medicine Australasia. <sep> ",Jelinek also has the distinction of being the first Professor of Emergency Medicine in Australasia.,M,Jelinek ist auch der erste Professor der Notfallmedizin aus Australasien.,Jelinek ist außerdem der erste Professor für Notfallmedizin in Australasien.,M,Y,,,,,
"He shut down the organization in 1961, retired to Guadalajara in 1975, and later moved to Southern California in 1980s. <sep> ",Brundage was also a writer and poet closely associated with the Beats.,M,Brundage war auch ein Autor und Poet und hatte enge Verbindungen zu den Beats.,"Brundage war auch ein Schriftsteller und Dichter, der eng mit den Beats verbunden war.",M,Y,,,,,
In 1945 - 1947 he worked in the Leningrad branch of the Institute of Oriental Studies of the USSR Academy of Sciences. <sep> ,Since 1947 - Professor of the Leningrad University .,M,Seit 1947: Professor an der Universität Leningrad.,Seit 1947 ist er Professor an der Leningrader Universität.,M,Y,,,,,
