CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA GT,REF2,ACCORDO,,DATASET ORIGINALI
"His own works included mannerist mythological subjects, but also portraits and genre paintings influenced by Pieter Bruegel the Elder, such as the Kermis in the Hermitage Museum. <sep> ","As a writer van Mander worked in various genres: drama, poetry, songs, biography and art theory.",M,"Als Schriftsteller arbeitete van Mander mit zahlreichen Genres: Drama, Poesie, Lieder, Biographie und Kunsttheorie.","Als Schriftsteller arbeitete van Mander in verschiedenen Genres: Drama, Poesie, Lieder, Biografie und Kunsttheorie.",M,Y,,
"There is a slight chance that he may have been the (or an) intermediary responsible for presenting Dubhaltach MacFhirbhisigh with Volume C of the original four volumes of the autograph of the Annals of the Four Masters, covering the period AM 2242 to AD 1171. <sep> ","However, an idea proposed by the writer of this article that Dáibhídh was MacFhirbhisigh's mysterious amanuensis cannot be sustained, as a comparison of their handwriting bears no resemblance to each other.",M,"Die Idee des Verfassers dieses Artikels, dass Dáibhídh der geheimnisvolle Amanuensis von MacFhirbhisigh war, kann jedoch nicht aufrecht erhalten werden, da ein Vergleich ihrer Handschrift keine Ähnlichkeiten aufweist.","Eine vom Verfasser dieses Artikels vorgeschlagene Idee, Dáibhídh sei MacFhirbhisighs mysteriöser Amanuensis, kann jedoch nicht aufrechterhalten werden, da ein Vergleich ihrer Handschriften keine Ähnlichkeit miteinander aufweist.",M,Y,,
"Returning home in 1909, from then until 1917 he taught history at the Kutaisi Georgian Gymnasium, and was headmaster of the Sinatle girls' school from 1915 to 1917. <sep> ","From 1918 to 1950, Uznadze was Professor and Head of the Department of Psychology of TSU.",M,Von 1918 bis 1950 war Uznadze Professor und Leiter der Fakultät für Psychologie an der TSU.,Von 1918 bis 1950 war Uznadze Professor und Leiter der Abteilung für Psychologie der TSU.,M,Y,,
This collection was continued by his wife Cecilie Mendelssohn-Bartholdy (1898–1995). <sep> ,Grafström was also a writer and an etcher.,M,Grafström war auch ein Schriftsteller und Radierer.,Grafström war auch Schriftsteller und Radierer.,M,Y,,
"Although Mergelyan introduced to defend the Ph.D. dissertation, all three official opponents - Academician Lavrent'ev, Sergei Mikhailovich Nikol'skii and Corresponding Member Alexander Osipovich Gelfоnd - petitioned the Academic Council to award him the Doctor of Science degree. <sep> ","The petition of opponents was satisfied (for this it was necessary to call the members of the scientific council, which took time), and Mergelyan became the youngest doctor of physical and mathematical sciences in the USSR at the age of 20 (at 21).",M,"Dem Antrag der Gegner wurde stattgegeben (dazu war es notwendig, der Mitglieder des wissenschaftlichen Rates zu kontaktieren, was Zeit kostete), und Mergelyan wurde im Alter von 20 Jahren (mit 21) der jüngste Doktor der physikalischen und mathematischen Wissenschaften in der UdSSR.","Die Petition der Gegner wurde befriedigt (dazu mussten die Mitglieder des wissenschaftlichen Rates einberufen werden, was einige Zeit in Anspruch nahm), und Mergelyan wurde im Alter von 20 Jahren (mit 21 Jahren) der jüngste Doktor der physikalischen und mathematischen Wissenschaften in der UdSSR.",M,Y,,
"In 1985, his first book was published by Imge Publications, titled Bob Marley and Reggae; a biography of Jamaican reggae star and a summary of the Rastafarian movement, slightly emphasising its politics, its elements of anti-imperialism. <sep> ",Eldem was among the founders of the monthly music and counter-culture magazine Studyo Imge (now considered as a cult) and became its first editor in early 1985.,M,Eldem gehörte zu den Gründern der Musik- und Gegenkultur-Monatszeitschrift Studyo Imge (die mittlerweile Kultstatus hat) und wurde Anfang 1985 ihr erster Herausgeber.,Eldem gehörte zu den Gründern des monatlich erscheinenden Musik- und Gegenkulturmagazins Studyo Imge (das heute als Kult gilt) und wurde Anfang 1985 dessen erster Herausgeber.,M,Y,,
Kur received a bachelor's degree from Ithaca College in 1970 and his masters of communications at Columbia University. <sep> ,"Kur's first job in journalism was for the Eastern Educational Network as a researcher, reporter and writer.",M,"Kurs erste Stelle im Bereich Journalismus war als Forscher, Berichterstatter und Autor für das Eastern Educational Network.","Kurs erster Job im Journalismus war für das Eastern Educational Network als Forscher, Reporter und Autor.",M,Y,,
"He completed his doctoral programme in Islamic art at the University of Tokyo in 1976, and was research fellow at the Royal Academy of Iran until the Islamic Revolution in 1979. <sep> ",Igarashi was an associate professor of comparative Islamic culture at the University of Tsukuba.,M,Igarashi war stellvertretender Professor von komparativer islamischer Kultur an der Universität von Tsukuba.,Igarashi war außerordentlicher Professor für vergleichende islamische Kultur an der Universität Tsukuba.,M,Y,,
"According to Burchfield's friend and colleague Edward Hopper, The work of Charles Burchfield is most decidedly founded, not on art, but on life, and the life that he knows and loves best. <sep> ","Burchfield has been more recently described as the mystic, cryptic painter of transcendental landscapes, trees with telekinetic halos, and haunted houses emanating ectoplasmic auras.",M,"Burchfield wurde kürzlich als ein mystischer, kryptischer Maler transzendentraler Landschaften, Bäume, telekinetischer Lichteffekten und heimgesuchter Häuser, die ektoplasmische Auren ausstrahlen.","Burchfield wurde in jüngerer Zeit als der mystische, kryptische Maler transzendentaler Landschaften, Bäume mit telekinetischen Heiligenscheinen und Spukhäusern beschrieben, die ektoplasmische Auren ausstrahlen.",M,Y,,
"He taught mathematics there when he graduated, then at the Georgia Military Institute in 1885–1886, as well as a 2-year stint teaching at South Georgia College in Thomasville. <sep> ",Snelling came to the university in 1888 as an adjunct professor of mathematics and commandant of cadets.,M,Snelling kam 1888 als Lehrbeauftragter für Mathematik und als Kommandant für die Kadetten an die Universität.,Snelling kam 1888 als außerordentlicher Professor für Mathematik und Kommandant der Kadetten an die Universität.,M,Y,,
Brosnan also raises money for charitable causes through sales of his paintings. <sep> ,"I always wanted to be an artist, a painter.",M,"Ich wollte immer ein Künstler sein, ein Maler.","Ich wollte immer Künstlerin, Malerin werden.",F,N,,
"According to the Suda, the massive tenth century Byzantine Greek historical encyclopaedia, he was the son of Socles, but was adopted by Lycus of Rhegium. <sep> ","Lycophron is also said to have been a skilful writer of anagrams.
",M,Lycophron gilt auch als gewandter Autor von Anagrammen.,Lycophron soll auch ein geschickter Schreiber von Anagrammen gewesen sein.,M,Y,,
"It also centered the offender's weight in his shoulders, further ensuring a painful experience. <sep> ","During the flogging, a doctor or other medical worker was consulted at regular intervals as to the condition of the prisoner.
",M,"Während der Auspeitschung wurde in regelmäßigen Abständen ein Arzt oder anderes medizinisches Personal konsultiert, um sich über den Zustand des Gefangenen zu informieren.",Während der Auspeitschung wurde in regelmäßigen Abständen ein Arzt oder anderes medizinisches Personal zum Zustand des Gefangenen konsultiert.,M,Y,,
"Tenshō Shūbun (天章 周文, died c. 1444–50) was a Japanese Zen Buddhist monk and painter of the Muromachi period. <sep> ",Shūbun was born in the late 14th century in Ōmi Province and became a professional painter around 1403.,M,Shūbun wurde im späten 14. Jahrhundert in der Provinz Ōmi geboren und übte ab ca. 1403 den Beruf des Malers aus.,Shūbun wurde Ende des 14. Jahrhunderts in der Provinz Ōmi geboren und wurde um 1403 ein professioneller Maler.,M,Y,,
Robert Desnos (French: [ʁɔbɛʁ dɛsnos]; 4 July 1900 – 8 June 1945) was a French surrealist poet who played a key role in the Surrealist movement of his day. <sep> ,"Desnos attended commercial college, and started work as a clerk.",M,Desnos besuchte die Wirtschaftsschule und begann als Sachbearbeiter zu arbeiten.,Desnos besuchte die Handelsschule und begann als Angestellter zu arbeiten.,M,Y,,
"In April 1917, the United States entered World War I. After his Leon Springs assignment, McNair was assigned to the 1st Division, then located at Camp Stewart, in El Paso County, Texas. <sep> ","Assigned to the division headquarters as assistant chief of staff for training, McNair was given responsibility for the organization's pre-deployment mobilization, individual soldier training, and collective unit training.",M,"McNair wurde vom Divisionshauptquartier als stellvertretender Stabschef für Ausbildung zugewiesen und war für die Mobilisierung vor dem Einsatz, die Ausbildung der einzelnen Soldaten und die Ausbildung der gesamten Einheit verantwortlich.","McNair wurde der Divisionszentrale als stellvertretender Stabschef für die Ausbildung zugeteilt und erhielt die Verantwortung für die Mobilisierung der Organisation vor dem Einsatz, die individuelle Soldatenausbildung und die Ausbildung kollektiver Einheiten.",M,Y,,
"Prior to going to Notre Dame, McBrien taught at Boston College, where he was director of the Institute of Religious Education and Pastoral Ministry. <sep> ",McBrien published 25 books and was the general editor of the Encyclopedia of Catholicism.,M,"McBrien veröffentlichte 25 Bücher und war der Chefredakteur von ""Encyclopedia of Catholicism.""",McBrien veröffentlichte 25 Bücher und war Herausgeber der Encyclopedia of Catholicism.,M,Y,,
"Many of his columns have been collected into anthology books including Live Albom I (Detroit Free Press, 1988), Live Albom II (Detroit Free Press, 1990), Live Albom III (Detroit Free Press, 1992), and Live Albom IV (Detroit Free Press, 1995). <sep> ",Albom also serves as a contributing editor to Parade magazine.,M,Albom arbeitete auch als Redakteur für die Zeitschrift Parade.,Albom ist auch als Redakteur für das Magazin Parade tätig.,M,Y,,
"It seems that Quins RL have not always noticed the correlation between the selection of Worrincy and the positivity of the result.[citation needed] Worrincy is the younger brother of former Academy star Rob Worrincy, who became a journeyman in the 2007 season with appearances for Leeds Metropolitan University, a trial with 2006 Grand Finalists Hull FC, and then returned to Sheffield Eagles, where his previous final appearance has seemed to be in the National League Grand Final where he scored a length of the field try. <sep> ","A commanding figure when locking the scrum or in the second row, Worrincy is a supreme athlete who is both forceful and nimble in the pack.",M,"Worrincy ist ein überragender Athlet, der sowohl im Gedränge, als auch in der zweiten Reihe eine führende Rolle spielt und in der Menge sowohl kraftvoll, wie auch wendig ist.","Worrincy ist eine souveräne Figur, wenn es darum geht, das Gedränge zu meistern oder in der zweiten Reihe zu stehen. Er ist ein überragender Athlet, der im Rudel sowohl kraftvoll als auch flink ist.",M,Y,,
"During his studies in Yale, Gager was a Freedom Rider, and was arrested in Jackson, Mississippi in June 1961. <sep> ","Professor Gager is also an avid rock climber, kayaker, and cyclist.",M,"Professor Gager ist außerdem ein begeisterter Bergsteiger, Kajakfahrer und Radfahrer.","Professor Gager ist auch ein begeisterter Kletterer, Kajakfahrer und Radfahrer.",M,Y,,
He and his wife were active members of The Church of Jesus Christ of Latter-day Saints. <sep> ,Faleomavaega served as the administrative assistant to American Samoa Delegate A.U.,M,Faleomavaega diente als Verwaltungsassistent des Delegierten aus Amerikanisch Samoa A.U.,Faleomavaega diente als Verwaltungsassistentin des Amerikanisch-Samoa-Delegierten A.U.,F,N,,
This outlook is reflected in some of his early writings. <sep> ,"Tanizaki had a brief career in silent cinema, working as a script writer for the Taikatsu film studio.",M,Tanizaki hatte eine kurze Karriere beim Stummfilm und arbeitete als Drehbuchautor für das Filmstudio Taikatsu.,Tanizaki hatte eine kurze Karriere im Stummfilm und arbeitete als Drehbuchautor für das Filmstudio Taikatsu.,M,Y,,
